state_rate_area,plan_id,state,metal_level,rate,rate_area
SC 40,27724UH4202995,SC,Silver,310.59,40
WI 14,04663IH1611933,WI,Gold,391.46,14
FL 28,51629WJ0435125,FL,Gold,391.28,28
NE 1,82461QG8783375,NE,Bronze,220.72,1
FL 48,72035JY3667564,FL,Platinum,480.43,48
NE 3,23341LW9085660,NE,Bronze,224.76,3
SC 3,21734CQ2506150,SC,Silver,294.55,3
SC 2,33231HI2644013,SC,Silver,327.52,2
WI 16,29185DL0635037,WI,Silver,315.89,16
WV 2,16704DF3118009,WV,Gold,392.1,2
MI 9,74739SC4342227,MI,Gold,376.17,9
GA 7,14377LZ4060298,GA,Bronze,232.95,7
FL 55,93675AS0550680,FL,Platinum,418.02,55
SC 3,11761OS6666473,SC,Silver,291.79,3
AK 3,39759MU0101338,AK,Gold,651,3
SC 7,76384DU6468436,SC,Gold,323.84,7
WI 15,67701PR6775405,WI,Silver,367.92,15
FL 59,16249KP8922539,FL,Platinum,434.15,59
TX 4,18485LC5619013,TX,Catastrophic,218.11,4
VA 8,91444PO6187553,VA,Gold,357.98,8
TX 3,92801GK5662827,TX,Silver,272.82,3
OH 11,10548MZ9632217,OH,Silver,342.82,11
FL 5,76861BV5949292,FL,Silver,366.5,5
UT 4,35859BU5015560,UT,Silver,279.57,4
WI 11,17477XE7332346,WI,Bronze,262.46,11
WV 4,80459OE4665247,WV,Bronze,269.75,4
WI 10,11303MC4907622,WI,Gold,455.59,10
UT 2,04514OQ6687834,UT,Bronze,192.49,2
WI 16,60690RX5786987,WI,Silver,326.45,16
LA 3,21426IO9620405,LA,Silver,362.92,3
MI 10,68921LX7430776,MI,Silver,297.43,10
VA 8,33567QE4248638,VA,Catastrophic,213.71,8
MI 9,32656VI0088480,MI,Silver,311.97,9
UT 6,11666SO9327366,UT,Silver,265.1,6
WI 15,86248WF9292855,WI,Silver,344.39,15
OK 5,79002OF6356569,OK,Silver,302.65,5
SC 30,71148DT5568745,SC,Bronze,264.04,30
PA 5,00634CG9306025,PA,Catastrophic,174.3,5
PA 8,09643QQ0892151,PA,Platinum,535.78,8
IN 8,45936MQ8691869,IN,Bronze,317.53,8
GA 12,16356BG2781276,GA,Silver,273.01,12
PA 9,29308MX6108671,PA,Silver,374.07,9
UT 2,82563QL3246691,UT,Silver,284.82,2
TX 3,22183PS6801847,TX,Gold,448.65,3
OH 12,51697CT3256647,OH,Silver,285.2,12
MI 4,05717QC9561715,MI,Gold,416.11,4
SC 36,35475FG1315982,SC,Bronze,207.06,36
SC 16,42537OE0976420,SC,Silver,503.56,16
OR 1,75190TC6962138,OR,Silver,227,1
SC 33,31566KP6547908,SC,Bronze,271.72,33
OH 6,55189XA1310594,OH,Bronze,279.81,6
WI 11,37680NC9007403,WI,Silver,389.06,11
TX 10,60270LE7060434,TX,Bronze,244.83,10
MO 7,61021XD7940297,MO,Catastrophic,186.21,7
FL 27,40202QL0770653,FL,Platinum,390.91,27
MS 1,08903LM6656419,MS,Bronze,231.78,1
FL 59,38714WL9159439,FL,Platinum,542.61,59
OR 5,67697LC9169582,OR,Gold,344,5
SC 22,52181SS4883944,SC,Catastrophic,237.68,22
NE 1,66390EC8131525,NE,Silver,256.93,1
TX 18,88863OP9166164,TX,Silver,329.73,18
OH 12,39930SV6773752,OH,Gold,314.97,12
MI 8,92181MB8015072,MI,Platinum,370.83,8
SC 9,49990DQ5071945,SC,Silver,291.74,9
TX 24,73066WH1179553,TX,Silver,254.63,24
IL 9,16367CR7044615,IL,Silver,282.58,9
SC 35,68134KZ9477668,SC,Bronze,214.57,35
PA 4,49820RY7660666,PA,Bronze,155.8,4
PA 1,44706NV2767821,PA,Bronze,147.96,1
SC 20,93620DI8650739,SC,Bronze,255.88,20
GA 13,92095MM6415315,GA,Bronze,231.59,13
SC 19,89003LU6590693,SC,Gold,371.75,19
TX 8,84846JK6598851,TX,Bronze,270.45,8
FL 46,43547HQ1238910,FL,Bronze,232.94,46
MI 4,21508FH9996626,MI,Silver,314.36,4
OH 16,34718GP3344421,OH,Bronze,276.9,16
UT 6,27994GQ2830827,UT,Silver,245.5,6
LA 5,47098GS5065499,LA,Platinum,488.7,5
MT 3,87734QD5606320,MT,Silver,277,3
WI 6,01408OO2252090,WI,Bronze,305.61,6
FL 65,04039OD6290639,FL,Platinum,486.02,65
IA 2,85466ZO0068872,IA,Silver,199.43,2
FL 14,89428SV0090923,FL,Platinum,482.88,14
WI 2,03799PP9522928,WI,Bronze,239.4,2
MI 9,68062WA1947511,MI,Gold,411.85,9
OR 3,13167XD1359277,OR,Bronze,215,3
IL 11,18220TC2624507,IL,Gold,389.82,11
FL 67,92123QE7316087,FL,Silver,325.6,67
VA 1,41892IF4016333,VA,Silver,362.92,1
MI 3,28566MU0698296,MI,Gold,359.45,3
NC 11,46895WR0825965,NC,Silver,274.83,11
OR 2,24041YE3021342,OR,Bronze,178,2
FL 11,44712CU7464531,FL,Silver,354.49,11
PA 9,60965AV7328875,PA,Gold,369.1,9
AZ 5,46219XJ7737578,AZ,Bronze,299.42,5
FL 55,81074ZJ4304396,FL,Silver,325.6,55
AZ 6,67888IA6910042,AZ,Gold,204.26,6
MO 4,03680QH4611244,MO,Bronze,237.47,4
FL 5,90335OI1599541,FL,Platinum,489.33,5
OH 12,65909IQ6047686,OH,Bronze,190.12,12
NE 4,08953GY9174723,NE,Bronze,273.32,4
MI 4,80057HH0430280,MI,Silver,301.98,4
GA 2,38802QC1105464,GA,Silver,242.58,2
TN 2,17925IQ0476130,TN,Gold,344.7,2
TX 10,19555UD3410596,TX,Silver,339.68,10
AZ 1,45519FL9126162,AZ,Silver,201.12,1
OH 16,11234HF9391410,OH,Bronze,266.95,16
WI 11,09174DV3355343,WI,Silver,315.69,11
AL 1,04839JA1134026,AL,Silver,271.77,1
OK 4,85351SR6032702,OK,Gold,336.32,4
OR 2,70866ES7451793,OR,Bronze,206,2
MT 4,33327PZ4874995,MT,Bronze,224,4
TX 7,56967JX7217311,TX,Silver,240.53,7
WI 14,76195SE9961541,WI,Gold,415.97,14
GA 3,61636VG7313202,GA,Silver,306.91,3
FL 54,04606JQ2612200,FL,Gold,332.43,54
OR 3,14235RJ9864900,OR,Silver,259.33,3
MO 6,27580BE3480902,MO,Gold,383.29,6
TX 19,38609EN0526653,TX,Silver,246.84,19
SC 12,01777BU8295122,SC,Bronze,275.46,12
AZ 4,01579LF8101176,AZ,Bronze,211.14,4
UT 4,86148HS1264042,UT,Gold,288.06,4
OH 6,58393ID9021475,OH,Silver,241.81,6
PA 3,23387WD0133460,PA,Gold,312.89,3
MO 6,13137RQ2501063,MO,Silver,269.11,6
FL 43,22570EL0354562,FL,Silver,303.6,43
WI 13,18239PN9674878,WI,Silver,306.8,13
FL 15,35233RR0511316,FL,Bronze,344.41,15
OR 7,28966OI4800443,OR,Bronze,197.01,7
FL 13,92227RF5502370,FL,Silver,349.26,13
FL 36,53363EW0035204,FL,Silver,332.09,36
MO 7,08857KC4761154,MO,Silver,281.97,7
IL 2,27095CF4984502,IL,Bronze,311.55,2
AL 9,52827IV2222307,AL,Gold,286.18,9
VA 7,53885RB4746344,VA,Bronze,254.84,7
TX 4,81067UP3563685,TX,Gold,479.8,4
MI 3,29652YX5607240,MI,Silver,305.8120616,3
FL 30,61045JV5359423,FL,Silver,366.04,30
OK 4,05117HF7342173,OK,Silver,331.02,4
OH 2,99553RO2269637,OH,Silver,290.8,2
SC 16,52339WW5596622,SC,Bronze,257.08,16
FL 15,68903SH6741607,FL,Bronze,272.66,15
NC 15,35182AX9417392,NC,Platinum,500.29,15
AZ 4,45172OI9473031,AZ,Silver,172.09,4
SC 17,02106VO3805344,SC,Silver,299.5,17
FL 30,13180CT0303904,FL,Platinum,490.41,30
OH 3,65920US8246423,OH,Silver,314.07,3
WI 14,30580SE7164187,WI,Platinum,551.8,14
TX 9,66490JY8398872,TX,Bronze,198.07,9
WI 14,13176JY4455088,WI,Bronze,273.4,14
AZ 5,48731XI0207669,AZ,Gold,430.84,5
MO 5,79879DC3638025,MO,Gold,422.39,5
MS 4,89947VS2574109,MS,Bronze,308.3,4
WI 14,95647NL2229435,WI,Silver,362.42,14
MI 1,63505PT8923382,MI,Bronze,181.52,1
SC 37,66290VW3493191,SC,Gold,338.81,37
TN 4,73808CP7894582,TN,Gold,400.56,4
FL 6,28124YQ3024768,FL,Gold,259.53,6
FL 50,54982WP6548654,FL,Gold,379.05,50
WI 1,39982YI3824689,WI,Bronze,320.08,1
GA 4,69236GD8016620,GA,Silver,316.7,4
IL 6,52025KM2288424,IL,Silver,261.61,6
FL 51,77775YJ2974161,FL,Silver,292.69,51
TX 18,84345SN2779899,TX,Gold,425.81,18
OH 1,35529XV4936576,OH,Bronze,281.3,1
OK 3,76051OZ6563222,OK,Silver,286.71,3
MI 2,71955WC3683641,MI,Platinum,302.09,2
NM 4,17774PR9163969,NM,Silver,200.54,4
MI 15,66055HL0977441,MI,Gold,356.98,15
GA 11,01182PD5712333,GA,Gold,338.4,11
VA 6,49248QK2611227,VA,Catastrophic,225.55,6
FL 30,12270DI5700831,FL,Gold,381.15,30
FL 52,66984CC7119472,FL,Silver,409.71,52
KS 3,96045SL1994530,KS,Silver,231.16,3
SC 10,67624VH1220482,SC,Gold,348.14,10
VA 7,34961MX1157584,VA,Bronze,201.08,7
PA 9,36807RF3167316,PA,Gold,251.26,9
VA 2,59712LV4745216,VA,Catastrophic,159.58,2
PA 1,97481GM5290062,PA,Silver,177.09,1
SC 9,82038EG3414308,SC,Silver,289.06,9
FL 16,59536PA5307061,FL,Silver,407.41,16
ME 3,05905XE5232556,ME,Gold,482.63,3
TX 3,11474UB4375478,TX,Bronze,189.12,3
AL 11,28550JF3347826,AL,Gold,284.65,11
MO 3,81653CB0621311,MO,Bronze,243.96,3
OH 5,98085TN3748527,OH,Gold,353.55,5
FL 17,47270EP2778362,FL,Silver,391.98,17
VA 3,15472MT9995273,VA,Bronze,236.35,3
OH 1,32915UR9419714,OH,Bronze,202.14,1
UT 2,15823OC2941366,UT,Gold,318.16,2
SC 33,93568BR3190295,SC,Bronze,279.47,33
ME 2,03069AQ2641894,ME,Bronze,261.72,2
GA 9,53438UE7229004,GA,Silver,289.31,9
TX 15,06911CH2000249,TX,Platinum,513.6,15
IA 6,44253LA0130185,IA,Silver,332.42,6
UT 1,18365XZ2119187,UT,Gold,330.71,1
PA 4,81859XV7132672,PA,Silver,304.12,4
UT 5,17021OC8758659,UT,Silver,249.47,5
OH 16,44630XG9632797,OH,Bronze,262.01,16
SC 42,38574IK7487198,SC,Gold,314.21,42
AZ 7,77693OA9851634,AZ,Gold,426.33,7
WI 10,92384GQ4405912,WI,Silver,369.68,10
IN 15,16128VR9942810,IN,Bronze,244.5,15
FL 37,65509UJ1712178,FL,Silver,324.61,37
NE 3,89334WL0538211,NE,Silver,308.19,3
IN 17,74692TZ1341308,IN,Silver,326.95,17
AZ 5,88299XL8309818,AZ,Silver,324.73,5
MI 13,84094BB8473375,MI,Silver,256.86,13
PA 6,46186KQ4021058,PA,Gold,412.77,6
AZ 4,92611DN6027378,AZ,Silver,197.24,4
PA 6,00133VD2426980,PA,Catastrophic,179.52,6
SC 30,76099OO8218065,SC,Gold,338.32,30
AZ 2,47626MM2378813,AZ,Silver,292.9,2
IL 2,43451DR6854173,IL,Bronze,199.35,2
OR 4,52963LV0787037,OR,Gold,339,4
NC 12,43550OT9447939,NC,Silver,406.25,12
AR 6,47647WV5673366,AR,Bronze,218.89,6
FL 52,38257PG0617763,FL,Bronze,344.01,52
SC 14,21513KS5651428,SC,Silver,494.25,14
MI 15,16504MR2390272,MI,Gold,341.44,15
GA 8,23271HV2821113,GA,Bronze,316.85,8
FL 51,78041KM4298068,FL,Silver,394.91,51
UT 4,42525MW3903966,UT,Bronze,194.99,4
FL 13,30768VP9796275,FL,Gold,401.08,13
PA 8,50383MY9841934,PA,Bronze,292.83,8
PA 2,17741EB8138670,PA,Gold,281.81,2
IN 10,67299CO7922402,IN,Catastrophic,222.75,10
GA 3,42715IS3376562,GA,Silver,311.56,3
WI 4,48321RY8274672,WI,Bronze,299,4
MS 3,04729BF5827758,MS,Bronze,224.95,3
FL 34,21216QA6133871,FL,Silver,264.49,34
NC 1,41833NO9863846,NC,Bronze,292.34,1
FL 17,81082SM2573592,FL,Silver,341.37,17
MS 1,56685VJ5611502,MS,Gold,349.2,1
FL 10,83727ZS6571733,FL,Gold,351,10
TX 26,69985QD4488796,TX,Gold,352.09,26
AR 5,99171HG0165541,AR,Bronze,229.43,5
NC 1,91762WS6950303,NC,Bronze,281.07,1
WY 1,78511AX1219989,WY,Bronze,388.7,1
TX 9,18217SN0201601,TX,Silver,271.07,9
IN 16,66647NS0778591,IN,Bronze,328.78,16
WI 14,43977BS7561498,WI,Bronze,312.36,14
MT 1,17224CH8100990,MT,Bronze,268.97,1
TX 3,41891UX3072940,TX,Silver,234.5,3
SC 39,16232GU5970186,SC,Gold,368.17,39
SC 15,38909UX4446695,SC,Bronze,179.29,15
WI 2,52692JQ3533016,WI,Bronze,190.34,2
FL 60,85270UU9996181,FL,Silver,411.77,60
SC 28,73410HJ5530523,SC,Bronze,278.1,28
OH 15,89504QY5666813,OH,Bronze,215.55,15
OH 13,06496CO0759667,OH,Silver,289.1,13
IN 10,66279JB2060536,IN,Silver,352.73,10
SC 13,38496KE8724990,SC,Gold,358.52,13
WI 2,96003ZO5404573,WI,Platinum,432,2
AR 7,41871HV4435640,AR,Bronze,253.95,7
IL 13,64464NW4366716,IL,Bronze,253.38,13
UT 6,22333GY5922504,UT,Gold,299.76,6
TN 1,71947GX8755422,TN,Silver,290.02,1
SC 43,54201PU2427350,SC,Silver,279.63,43
WI 2,08522DH7774159,WI,Gold,368.06,2
MI 10,19169WL9776906,MI,Bronze,257.71,10
VA 7,87469GJ0073346,VA,Silver,275.73,7
FL 40,95691HL1077992,FL,Catastrophic,227.11,40
SC 10,41134UK0669427,SC,Bronze,399.62,10
SC 31,09707SY5283503,SC,Silver,288.84,31
IN 4,53286CS1278843,IN,Gold,359,4
SC 6,39627XD2253660,SC,Bronze,231.19,6
IN 6,81151FJ9278958,IN,Bronze,263.77,6
OR 4,65333VX2778328,OR,Silver,266,4
NM 1,99567WK3623904,NM,Silver,240.7,1
GA 6,96977HV1485661,GA,Silver,335.81,6
NV 1,52114EQ5580539,NV,Platinum,335.7510371,1
AZ 4,81165KH4428153,AZ,Gold,290.88,4
IL 1,14674LQ6796332,IL,Bronze,256.29,1
ND 3,65160CQ1862940,ND,Bronze,261.67,3
OR 7,41983KN4721985,OR,Gold,272,7
IN 13,66373JI3753913,IN,Catastrophic,215.26,13
IL 5,53793CB7632893,IL,Silver,270.16,5
OR 6,50106CL3016033,OR,Silver,240,6
MI 14,08499DI2149310,MI,Silver,282.34,14
PA 7,41937DZ2207397,PA,Gold,313.92,7
WV 3,11231AK5927345,WV,Gold,392.1,3
SD 3,24622KV5921800,SD,Gold,366.72,3
ND 4,05643KR8400509,ND,Bronze,247.62,4
SC 21,99538MV9365239,SC,Silver,297.67,21
FL 17,38671SE9992743,FL,Gold,392.34,17
WI 7,19646FE6230027,WI,Bronze,238.16,7
GA 15,54932QF4898734,GA,Platinum,491.86,15
FL 55,94018ZO7954261,FL,Silver,364.74,55
MI 2,76446EY4225978,MI,Silver,292.75,2
OK 4,56554CP2858441,OK,Gold,288.41,4
SC 20,64058CJ7949913,SC,Gold,346.08,20
TX 10,20965DS7947782,TX,Gold,432.42,10
WI 11,11597SK8547278,WI,Silver,359.07,11
NM 4,96750EC0979118,NM,Silver,211.11,4
WI 14,51446KA1911464,WI,Gold,378.03,14
FL 56,04239XW2557187,FL,Bronze,254.71,56
TX 9,58062CA3914460,TX,Silver,249.08,9
MT 4,22222UW6025955,MT,Catastrophic,178.36,4
WI 12,06975KS3696855,WI,Silver,386.17,12
WI 9,17078XP8342317,WI,Bronze,338.67,9
SC 10,02403BE6837714,SC,Bronze,179.29,10
FL 34,30603VJ3641221,FL,Silver,318.69,34
LA 6,65465TR6708239,LA,Gold,454.85,6
FL 17,56139WK1008877,FL,Bronze,288.64,17
UT 3,93807YT9259490,UT,Catastrophic,164.72,3
MI 8,16309AD1432910,MI,Gold,306.95,8
WI 6,61489IT5061150,WI,Gold,468.98,6
MI 15,15788QF7869679,MI,Bronze,223.5,15
OH 2,90651PB8475191,OH,Bronze,230.31,2
SC 5,73024BY6005307,SC,Bronze,257.32,5
GA 12,34304AY0702570,GA,Bronze,246,12
SD 1,57925MP5585570,SD,Silver,263.87,1
UT 5,81944ZG9163159,UT,Silver,244.26,5
GA 10,27478FD2470003,GA,Silver,290.19,10
SC 17,58924MV3888117,SC,Gold,345.3,17
IN 2,68528WU9149250,IN,Gold,435.05,2
NM 2,92313OQ5424099,NM,Gold,356.84,2
OH 12,74013GK6138541,OH,Silver,288.23,12
OR 5,94065SV6089465,OR,Silver,264.16,5
FL 46,64326ER2385248,FL,Bronze,222.59,46
ND 3,74126DW5996422,ND,Gold,360.01,3
SC 5,32847DY4909740,SC,Silver,228.42,5
GA 7,08354TG6344144,GA,Silver,350.74,7
AZ 7,22244XK5510238,AZ,Bronze,179.52,7
WI 7,27471KY6814168,WI,Gold,383.92,7
TN 6,22367RH1349145,TN,Bronze,190.32,6
MI 2,49053VY3733870,MI,Silver,273.65,2
SC 26,52323CQ6577383,SC,Bronze,249.67,26
GA 6,13272WJ1253728,GA,Silver,464.35,6
WI 1,05349JU1394515,WI,Bronze,254.25,1
OR 7,43479ZL4444466,OR,Gold,318.12,7
IN 7,18222AV9229244,IN,Gold,434.53,7
NC 5,63775QF6040657,NC,Silver,304.45,5
OR 2,46550CN8107350,OR,Bronze,179,2
MT 3,69929AI4679069,MT,Silver,310.24,3
FL 57,25532FX4495560,FL,Bronze,261,57
TX 10,84040PR2630256,TX,Catastrophic,207.52,10
FL 55,89686WH6497678,FL,Bronze,205.83,55
FL 24,02714XG8830412,FL,Silver,346.89,24
MS 6,28644TE5907159,MS,Bronze,220.3,6
SC 33,11310YS2521059,SC,Bronze,340.15,33
GA 2,08581PG5031891,GA,Gold,309.49,2
OH 12,92684EG0025929,OH,Bronze,208.96,12
OH 15,45458DB3943880,OH,Gold,329.11,15
FL 5,45955NQ5135783,FL,Silver,316.92,5
NM 4,60371ZN5771145,NM,Gold,255.96,4
MI 5,91202QB8184801,MI,Bronze,252.13,5
NC 12,23802DT4771342,NC,Bronze,271.22,12
WY 1,90852CC6256674,WY,Gold,537.9,1
GA 3,90785HJ4318510,GA,Silver,249.07,3
TN 3,15339BU8072238,TN,Silver,227.64,3
SC 5,49752YH0522491,SC,Silver,303.3,5
OH 12,14106RR5827864,OH,Bronze,256.47,12
UT 4,79047PI1182818,UT,Silver,259.12,4
SC 12,23871VH2768803,SC,Gold,356.07,12
FL 46,40695BB3863199,FL,Silver,374.04,46
ME 3,32587QD2062791,ME,Gold,444.88,3
PA 1,94393DP9417802,PA,Bronze,173.4,1
MS 4,88567LP9751121,MS,Bronze,284.04,4
SC 39,59245KP1064935,SC,Gold,567.95,39
TX 17,95971AC4621278,TX,Bronze,200.69,17
AL 10,26439VS9007388,AL,Bronze,194.64,10
GA 7,85425PC3190618,GA,Silver,276.17,7
WI 7,16622DP6263596,WI,Bronze,367.52,7
MO 6,18786LD9179553,MO,Silver,304.75,6
NC 1,80160KW9290445,NC,Bronze,273.65,1
UT 5,19563PJ7434368,UT,Silver,265.19,5
NM 2,08947MF1703874,NM,Gold,358.35,2
OH 13,13225EI3329563,OH,Gold,355.11,13
IL 1,08965ON0552368,IL,Bronze,177.1,1
AZ 5,06970FS3697168,AZ,Bronze,205.51,5
PA 2,30553PZ0968334,PA,Bronze,160.33,2
FL 15,04270UC2411864,FL,Platinum,395.7,15
OH 6,55239GD2688214,OH,Bronze,246.05,6
FL 39,68480ZO7855809,FL,Bronze,319.32,39
SC 8,50530TE5848877,SC,Gold,352.2,8
WV 6,13114IJ7562545,WV,Bronze,212.81,6
UT 2,21021FU9212340,UT,Gold,323.02,2
WI 15,88184FU9743449,WI,Bronze,284,15
PA 6,61596HZ7714214,PA,Catastrophic,165.98,6
TX 3,48046JD9536785,TX,Silver,351.22,3
TX 4,53123GE6353464,TX,Silver,376.89,4
GA 1,78966BE9127254,GA,Bronze,302.7,1
IL 8,82383XT6906137,IL,Bronze,291.81,8
SC 14,82876HG7002318,SC,Gold,337.5,14
MI 6,07893GL5736807,MI,Bronze,252.13,6
FL 65,85049WQ1721228,FL,Silver,305.46,65
FL 35,16697GS1506201,FL,Silver,365.06,35
TX 1,01806NK2015457,TX,Gold,300.31,1
SC 40,61376GP3683529,SC,Silver,318.16,40
NE 1,97798KI6459024,NE,Platinum,516.89,1
LA 7,84117YY1351062,LA,Platinum,427.02,7
LA 6,98728KK8631816,LA,Gold,377.71,6
PA 8,57803PM8313167,PA,Bronze,236.45,8
MI 6,91580UJ1786458,MI,Bronze,220.28,6
IN 13,03241CA5255123,IN,Bronze,288.22,13
FL 6,71115VX7713627,FL,Silver,312.62,6
KS 3,67331JK4712577,KS,Silver,240.55,3
TX 24,54619ML3210534,TX,Bronze,190.89,24
TX 11,14924JE5507057,TX,Gold,307.63,11
IL 9,05562FQ3195610,IL,Silver,271.71,9
FL 66,20020DH9894622,FL,Platinum,363.61,66
OK 2,43704RW3409164,OK,Silver,265.95,2
SC 10,93885KP9991823,SC,Silver,288.97,10
WI 14,63607WU6472350,WI,Silver,243.77,14
GA 1,61938JG9668826,GA,Silver,436.04,1
MO 8,23848QG8881593,MO,Platinum,386.45,8
MS 4,79506XL1816687,MS,Gold,450.08,4
SC 10,34480KP4814050,SC,Bronze,253.54,10
LA 8,86376QQ0470148,LA,Gold,344.71,8
FL 53,29414BW1595973,FL,Silver,468.19,53
IN 13,21066RT5914498,IN,Bronze,287.99,13
AL 5,33839LN5244158,AL,Bronze,210.31,5
PA 7,10669VH5964611,PA,Silver,368.36,7
UT 3,73327OB2311051,UT,Gold,281.41,3
WI 2,79004ZN0771994,WI,Silver,231.59,2
OH 11,15911YP4608870,OH,Bronze,215.36,11
UT 5,52159QN0372683,UT,Silver,250.2,5
SC 26,04928TN5156020,SC,Bronze,249.46,26
AZ 4,65676PG5118630,AZ,Gold,400.88,4
OR 6,32466LQ6669280,OR,Catastrophic,216,6
AZ 3,59147ON0278677,AZ,Silver,209.35,3
FL 11,00147QQ4524323,FL,Gold,373.52,11
SC 44,92967JS0319313,SC,Bronze,246.86,44
MS 1,74462ZM4081710,MS,Gold,311.57,1
SC 4,99336MF7037137,SC,Silver,331.29,4
IA 4,38785HX8142419,IA,Silver,283.41,4
SC 28,16344XQ8954585,SC,Silver,494.25,28
FL 35,29068XU6340968,FL,Bronze,298.03,35
WI 11,09326NY3727112,WI,Gold,408.51,11
TX 19,46021UK8196669,TX,Silver,340.65,19
OH 2,65080QK0693299,OH,Silver,263.5,2
MI 6,07929EX1312926,MI,Gold,357.69,6
SC 28,06596JJ1799193,SC,Silver,273.61,28
AZ 6,49961JX7805735,AZ,Bronze,167.02,6
MI 3,67526RG9947141,MI,Bronze,223.69,3
FL 45,83110YR5077657,FL,Catastrophic,241.19,45
MI 5,64019XM0390509,MI,Silver,320.06,5
IL 1,64374FC4279390,IL,Platinum,404.81,1
FL 57,81296JL9938408,FL,Platinum,475.98,57
NV 3,88032SM3604988,NV,Bronze,321.72,3
LA 6,27107TI8928641,LA,Silver,347.71,6
PA 6,96139SM5442649,PA,Bronze,233.45,6
LA 6,78989WG8159791,LA,Silver,349.05,6
NC 5,57178BU9042846,NC,Bronze,293.58,5
FL 48,32579OZ6054866,FL,Bronze,238.3,48
AZ 3,48296FR9117523,AZ,Gold,366.64,3
FL 43,65034DN0500723,FL,Catastrophic,206.33,43
LA 2,77968LT0636002,LA,Silver,331.75,2
OR 2,64201UU5054196,OR,Gold,324.4,2
WI 15,77518UR5194618,WI,Silver,325.4,15
FL 51,41791DA1149415,FL,Gold,391.28,51
MI 2,69861YU5059011,MI,Silver,293.32,2
TN 5,80646FB3905579,TN,Gold,433.57,5
SC 45,91781HX2217169,SC,Silver,297.21,45
FL 11,98459CL2370557,FL,Gold,469.6,11
TX 10,97133FZ2490215,TX,Silver,421.15,10
IN 10,00108DY8211890,IN,Bronze,294.83,10
NC 8,52594HD9950153,NC,Gold,429.67,8
UT 5,48118GW3644794,UT,Gold,293.36,5
MS 2,25572GX5458518,MS,Silver,341.02,2
FL 20,79924XI9197377,FL,Silver,317.54,20
WI 11,42769OK5732516,WI,Silver,436.26,11
OH 1,43445MG3989903,OH,Silver,241.81,1
IA 7,90064OD9277128,IA,Bronze,241.86,7
WI 14,10143DI3709227,WI,Silver,372.54,14
SC 2,39250TK8099193,SC,Bronze,223.97,2
TX 17,91832YV3002677,TX,Catastrophic,219.89,17
MS 5,95318JS3812629,MS,Bronze,433.03,5
ND 4,73411HR7835582,ND,Gold,334.14,4
AL 11,82184YE7920687,AL,Catastrophic,198.28,11
FL 34,68698RN4960340,FL,Bronze,238.35,34
IL 1,24726DS4008466,IL,Gold,288.24,1
OH 7,85618WI0345752,OH,Bronze,261.7,7
FL 66,59443ES1379568,FL,Bronze,346.03,66
IN 6,76284JE7138043,IN,Silver,318.03,6
OH 8,30267TY8121163,OH,Gold,541.16,8
FL 15,15528UL3394774,FL,Platinum,454.99,15
GA 10,97582IO6581200,GA,Gold,341.04,10
FL 55,79865RZ9752441,FL,Bronze,298.35,55
FL 30,01001LE7296310,FL,Bronze,270.38,30
WI 14,02759CQ4334555,WI,Silver,290.71,14
NC 13,72045KB5739695,NC,Bronze,252.09,13
IL 2,56570UB1014408,IL,Bronze,184.83,2
OR 2,28889AJ8221642,OR,Silver,222,2
KS 7,74890SU7639554,KS,Silver,275.51,7
TX 13,54329GM9490193,TX,Bronze,350.96,13
WI 12,15161KL3254220,WI,Gold,403.77,12
WI 14,16489KI4531082,WI,Bronze,270.4,14
FL 43,77390QK1184853,FL,Silver,387.13,43
SC 29,57423PW1444856,SC,Bronze,226.29,29
SC 4,43760AV9098647,SC,Silver,291.63,4
SC 29,05981OI3531033,SC,Silver,304.26,29
SC 39,32568TC4751530,SC,Silver,314.53,39
GA 1,06427CG9801284,GA,Bronze,369.13,1
SD 3,45780QA4089664,SD,Silver,251.33,3
AL 5,61458UY4783448,AL,Bronze,230.73,5
SC 29,76742PN3357070,SC,Silver,299.02,29
MO 8,99990RW1370179,MO,Bronze,261.36,8
WI 12,76885RK2098886,WI,Bronze,260.6,12
LA 2,44393RU6915367,LA,Gold,405.37,2
MI 1,25382FY5059638,MI,Bronze,258.33,1
TX 3,13808MK7289898,TX,Bronze,231.91,3
SC 26,97751PI2801249,SC,Bronze,249.74,26
SC 10,50940KW6455806,SC,Silver,265.39,10
NC 4,46161UC3405215,NC,Bronze,264.5,4
GA 5,45545DL4586603,GA,Bronze,234.55,5
WI 10,92186MS4906083,WI,Silver,368.61,10
ND 2,55937NC5111320,ND,Silver,326.65,2
UT 3,97736QO1270666,UT,Gold,287.65,3
MI 14,85534XC8384132,MI,Gold,394.61,14
GA 10,12937ZO7874521,GA,Bronze,297.05,10
NC 13,22964EH8095789,NC,Silver,335.64,13
OR 3,62643GT2821676,OR,Silver,244,3
NC 4,84972MM7398442,NC,Silver,349.23,4
NC 15,52250YX7518553,NC,Silver,357.56,15
FL 56,93016OF2614773,FL,Silver,335.85,56
NV 2,88475AD5740038,NV,Silver,315.61,2
TX 2,40365RR9726734,TX,Silver,319.89,2
OR 1,52782OY6879439,OR,Bronze,171,1
FL 43,84506RY9780864,FL,Silver,271.92,43
NC 4,99323PY1248258,NC,Bronze,332.89,4
AZ 6,28472WF6473506,AZ,Silver,197.82,6
FL 50,49003FV8510352,FL,Silver,315.75,50
